Molecule List Name,Precursor Name,ProductName,Precursor m/z,Product m/z,Explicit Retention Time,Explicit Retention Time Window,Explicit Declustering Potential,Explicit Collision Energy,Precursor Charge,Product  Charge,PrecursorAdduct
DG,DG 16:0_16:1 [NL-16:1],-FA 16:1(-H)-(H2O+NH3),584.5249,313.2737,9.03,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:0 [NL-16:0],-FA 16:0(-H)-(H2O+NH3),614.5718,341.305,10.5,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:0 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),614.5718,313.2737,10.5,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:1 [NL-16:0],-FA 16:0(-H)-(H2O+NH3),612.5562,339.2894,10,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:1 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),612.5562,313.2737,10,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:2 [NL-16:0],-FA 16:0(-H)-(H2O+NH3),610.5405,337.2737,9.45,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_18:2 [NL-18:2],-FA 18:2(-H)-(H2O+NH3),610.5405,313.2737,9.45,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_20:0 [NL-16:0],-FA 16:0(-H)-(H2O+NH3),642.6031,369.3363,11,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_20:0 [NL-20:0],-FA 20:0(-H)-(H2O+NH3),642.6031,313.2737,11,1.4,380,25,1,1,[M+NH4]1+
DG,"DG 16:0_20:3 [-H2O+NH3,35]","-(H2O+NH3,35)",636.5562,601.519,9.75,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_20:3 [NL-20:3],-FA 20:3(-H)-(H2O+NH3),636.5562,313.2737,9.75,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_20:4 [NL-20:4],-FA 20:4(-H)-(H2O+NH3),634.5405,313.2737,9.31,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_22:5 [NL-16:0],-FA 16:0(-H)-(H2O+NH3),660.5562,387.2894,9.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_22:5 [NL-22:5],-FA 22:5(-H)-(H2O+NH3),660.5562,313.2737,9.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:0_22:6 [NL-22:6],-FA 22:6(-H)-(H2O+NH3),658.5405,313.2737,9.01,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:1_16:1 [NL-16:1],-FA 16:1(-H)-(H2O+NH3),582.5092,311.2581,8.16,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:1_18:0 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),612.5562,311.2581,10,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:1_18:1 [NL-16:1],-FA 16:1(-H)-(H2O+NH3),610.5405,339.2894,9.45,1.4,380,25,1,1,[M+NH4]1+
DG,DG 16:1_18:1 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),610.5405,311.2581,9.45,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_18:0 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),642.6031,341.305,11,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_18:1 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),640.5875,339.2894,10.4,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_18:1 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),640.5875,341.305,10.4,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_18:2 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),638.5718,337.2737,10.26,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_18:2 [NL-18:2],-FA 18:2(-H)-(H2O+NH3),638.5718,341.305,10.26,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_20:4 [NL-18:0],-FA 18:0(-H)-(H2O+NH3),662.5718,361.2737,10.6,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:0_20:4 [NL-20:4],-FA 20:4(-H)-(H2O+NH3),662.5718,341.305,10.23,1.4,380,25,1,1,[M+NH4]1+
DG,"DG 18:1_18:1 [-H2O+NH3,35]","-(H2O+NH3,35)",638.5718,603.5347,10.26,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_18:1 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),638.5718,339.2894,10.22,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_18:2 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),636.5562,337.2737,10.26,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_18:2 [NL-18:2],-FA 18:2(-H)-(H2O+NH3),636.5562,339.2894,9.75,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_18:3 [NL-18:3],-FA 18:3(-H)-(H2O+NH3),634.5405,339.2894,8.95,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:0 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),668.6188,369.3363,9.2,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:0 [NL-20:0],-FA 20:0(-H)-(H2O+NH3),668.6188,339.2894,9.2,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:3 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),662.5718,363.2894,10.6,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:3 [NL-20:3],-FA 20:3(-H)-(H2O+NH3),662.5718,339.2894,10.18,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:4 [NL-18:1],-FA 18:1(-H)-(H2O+NH3),660.5562,361.2737,9.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:1_20:4 [NL-20:4],-FA 20:4(-H)-(H2O+NH3),660.5562,339.2894,9.6,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:2_18:2 [NL-18:2],-FA 18:2(-H)-(H2O+NH3),634.5405,337.2737,8.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:2_20:3 [NL-18:2],-FA 18:2(-H)-(H2O+NH3),660.5562,363.2894,9.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:2_20:3 [NL-20:3],-FA 20:3(-H)-(H2O+NH3),660.5562,337.2737,9.85,1.4,380,25,1,1,[M+NH4]1+
DG,DG 18:2_20:4 [NL-20:4],-FA 20:4(-H)-(H2O+NH3),658.5405,337.2737,8.65,1.4,380,25,1,1,[M+NH4]1+
Hex2Cer,Hex2Cer d18:1/16:0,LCB 18:1;2(-H3O2),862.625,264.2686,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,"-(H2O,18)",862.625,844.6145,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,LCB 18:1;2(-HO),862.625,282.2791,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,LCB 18:1;2(-CH3O2),862.625,252.2686,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,"-HG(Hex2,342)",862.625,520.5088,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,"-HG(Hex2,360)",862.625,502.4982,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0,"-HG(Hex2,324)",862.625,538.5194,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),"-(H2O,18)",865.6438,847.6333,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),LCB 18:1;2(-HO),865.6438,282.2791,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),LCB 18:1;2(-H3O2),865.6438,264.2686,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),LCB 18:1;2(-CH3O2),865.6438,252.2686,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),"-HG(Hex2,342)",865.6438,523.5276,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),"-HG(Hex2,360)",865.6438,505.5171,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/16:0-d3 (ISTD),"-HG(Hex2,324)",865.6438,541.5382,6.2,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/18:0,LCB 18:1;2(-H3O2),890.6563,264.2686,7.3,1,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/20:0,LCB 18:1;2(-H3O2),918.6876,264.2686,8.05,1,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,LCB 18:1;2(-H3O2),946.7189,264.2686,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,"-(H2O,18)",946.7189,928.7084,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,LCB 18:1;2(-HO),946.7189,282.2791,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,LCB 18:1;2(-CH3O2),946.7189,252.2686,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,"-HG(Hex2,342)",946.7189,604.6027,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,"-HG(Hex2,360)",946.7189,586.5921,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/22:0,"-HG(Hex2,324)",946.7189,622.6133,9.3,1.4,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/24:0,LCB 18:1;2(-H3O2),974.7502,264.2686,10.2,1.2,380,49,1,1,[M+H]1+
Hex2Cer,Hex2Cer d18:1/24:1,LCB 18:1;2(-H3O2),972.7346,264.2686,9.65,1.4,380,49,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/16:0,LCB 18:1;2(-H3O2),1024.6778,264.2686,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-(H2O,18)",1024.6778,1006.6673,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,LCB 18:1;2(-HO),1024.6778,282.2791,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,LCB 18:1;2(-CH3O2),1024.6778,252.2686,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-HG(Hex3,504)",1024.6778,520.5088,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-HG(Hex3,522)",1024.6778,502.4982,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-HG(Hex3,534)",1024.6778,490.4982,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-HG(Hex2,342)",1024.6778,682.5616,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/16:0,"-HG(Hex,180)",1024.6778,844.6145,5.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/18:0,LCB 18:1;2(-H3O2),1052.7091,264.2686,6.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-(H2O,18)",1055.728,1037.7174,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),LCB 18:1;2(-HO),1055.728,282.2791,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),LCB 18:1;2(-H3O2),1055.728,264.2686,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),LCB 18:1;2(-CH3O2),1055.728,252.2686,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-HG(Hex3,504)",1055.728,551.5589,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-HG(Hex3,522)",1055.728,533.5484,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-HG(Hex3,534)",1055.728,521.5484,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-HG(Hex2,342)",1055.728,713.6118,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/18:0-d3 (ISTD),"-HG(Hex,180)",1055.728,875.6646,6.9,1.4,380,61,1,1,[M+H]1+
Hex3Cer,Hex3Cer d18:1/20:0,LCB 18:1;2(-H3O2),1080.7404,264.2686,7.9,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/22:0,LCB 18:1;2(-H3O2),1108.7717,264.2686,9.1,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/24:0,LCB 18:1;2(-H3O2),1136.803,264.2686,10.1,1.4,380,61,1,1,[M + H]+
Hex3Cer,Hex3Cer d18:1/24:1,LCB 18:1;2(-H3O2),1134.7874,264.2686,9.2,1.4,380,61,1,1,[M + H]+
Hex1Cer,HexCer d18:1/16:0,LCB 18:1;2(-H3O2),700.5722,264.2686,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,"-(H2O,18)",700.5722,682.5616,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,LCB 18:1;2(-HO),700.5722,282.2791,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,LCB 18:1;2(-CH3O2),700.5722,252.2686,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,"-HG(Hex,180)",700.5722,520.5088,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,"-HG(Hex,198)",700.5722,502.4982,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/16:0,"-HG(Hex,162)",700.5722,538.5194,6.7,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/18:0,LCB 18:1;2(-H3O2),728.6035,264.2686,7.9,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/20:0,LCB 18:1;2(-H3O2),756.6348,264.2686,9.2,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,LCB 18:1;2(-H3O2),784.6661,264.2686,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,"-(H2O,18)",784.6661,766.6555,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,LCB 18:1;2(-HO),784.6661,282.2791,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,LCB 18:1;2(-CH3O2),784.6661,252.2686,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,"-HG(Hex,180)",784.6661,604.6027,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,"-HG(Hex,198)",784.6661,586.5921,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/22:0,"-HG(Hex,162)",784.6661,622.6133,10.05,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/24:0,LCB 18:1;2(-H3O2),812.6974,264.2686,10.3,1,380,35,1,1,[M+H]1+
Hex1Cer,HexCer d18:1/24:1,LCB 18:1;2(-H3O2),810.6817,264.2686,10.05,1,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),"-(H2O,18)",588.447,570.4364,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),LCB 18:1;2(-HO),588.447,282.2791,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),LCB 18:1;2(-H3O2),588.447,264.2686,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),LCB 18:1;2(-CH3O2),588.447,252.2686,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),"-HG(Hex,180)",588.447,408.3836,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),"-HG(Hex,198)",588.447,390.373,4.7,2,380,35,1,1,[M+H]1+
HexCer,HexCer d18:1/8:0 (ISTD),"-HG(Hex,162)",588.447,426.3942,4.7,2,380,35,1,1,[M+H]1+
LPC,LPC 14:0,"HG(PC,184)",468.3085,184.0733,2.1,1,380,21,1,1,[M+H]1+
LPC,LPC 15:0,"HG(PC,184)",482.3241,184.0733,2.44,1,380,21,1,1,[M+H]1+
LPC,LPC 16:0,"HG(PC,184)",496.3398,184.0733,2.77,1,380,21,1,1,[M+H]1+
LPC,LPC 16:0,"(C5H13NO,104)",496.3398,104.107,2.77,1,380,21,1,1,[M+H]1+
LPC,LPC 16:1,"HG(PC,184)",494.3241,184.0733,2.26,1,380,21,1,1,[M+H]1+
LPC,LPC 17:0,"HG(PC,184)",510.3554,184.0733,3.01,1,380,21,1,1,[M+H]1+
LPC,LPC 17:1,"HG(PC,184)",508.3398,184.0733,2.59,1,380,21,1,1,[M+H]1+
LPC,LPC 18:0,"HG(PC,184)",524.3711,184.0733,3.33,1,380,21,1,1,[M+H]1+
