database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	SwissLipid_identifier	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	5_NIST_A-1	6_NIST_A-2	11_PLASMA_H002_A-1	12_PLASMA_H002_A-2	13_PLASMA_H008_A-1	14_PLASMA_H008_A-2	15_PLASMA_H010_A-1	16_PLASMA_H010_A-2	17_PLASMA_H012_A-1	18_PLASMA_H012_A-2	21_PLASMA_H018_A-1	22_PLASMA_H018_A-2	23_PLASMA_H041_A-1	24_PLASMA_H041_A-2	25_PLASMA_H042_A-1	26_PLASMA_H042_A-2	27_PLASMA_H043_A-1	28_PLASMA_H043_A-2	31_PLASMA_H044_A-1	32_PLASMA_H044_A-2	33_PLASMA_H047_A-1	34_PLASMA_H047_A-2	39_PLASMA_H048_A-1	40_PLASMA_H048_A-2	41_PLASMA_H049_A-1	42_PLASMA_H049_A-2	43_PLASMA_H050_A-1	44_PLASMA_H050_A-2	45_PLASMA_H051_A-1	46_PLASMA_H051_A-2	49_PLASMA_H052_A-1	50_PLASMA_H052_A-2	51_PLASMA_H053_A-1	52_PLASMA_H053_A-2	53_PLASMA_H055_A-1	54_PLASMA_H055_A-2	55_PLASMA_H056_A-1	56_PLASMA_H056_A-2	60_PLASMA_H057_A-2	61_PLASMA_H058_A-1	62_PLASMA_H058_A-2	63_PLASMA_H059_A-1	64_PLASMA_H059_A-2	65_PLASMA_H060_A-1	66_PLASMA_H060_A-2	73_NIST_B-1	74_NIST_B-2	79_PLASMA_H002_B-1	82_PLASMA_H008_B-2	83_PLASMA_H010_B-1	84_PLASMA_H010_B-2	85_PLASMA_H012_B-1	86_PLASMA_H012_B-2	90_PLASMA_H018_B-2	91_PLASMA_H041_B-1	92_PLASMA_H041_B-2	93_PLASMA_H042_B-1	94_PLASMA_H042_B-2	95_PLASMA_H043_B-1	96_PLASMA_H043_B-2	99_PLASMA_H044_B-1	100_PLASMA_H044_B-2	101_PLASMA_H047_B-1	102_PLASMA_H047_B-2	107_PLASMA_H048_B-1	108_PLASMA_H048_B-2	109_PLASMA_H049_B-1	110_PLASMA_H049_B-2	111_PLASMA_H050_B-1	112_PLASMA_H050_B-2	113_PLASMA_H051_B-1	114_PLASMA_H051_B-2	117_PLASMA_H052_B-1	118_PLASMA_H052_B-2	119_PLASMA_H053_B-1	120_PLASMA_H053_B-2	121_PLASMA_H055_B-1	122_PLASMA_H055_B-2	123_PLASMA_H056_B-1	124_PLASMA_H056_B-2	127_PLASMA_H057_B-1	128_PLASMA_H057_B-2	129_PLASMA_H058_B-1	130_PLASMA_H058_B-2	131_PLASMA_H059_B-1	132_PLASMA_H059_B-2	133_PLASMA_H060_B-1	134_PLASMA_H060_B-2
				DG 14:0_18:2 [NL-18:2]	582.5092	285.2424|-FA 18:2(-H)-(H2O+NH3)	[M+NH4]1+	1	8.16			SwissLipids	2020/04/02	MSI:2				SLM:000308761	5028.272727272727	3395.1363310438783	361.9227489517569	15926	13969	4518	4909	1793	2071	2357	2449	3082	2803	6640	5948	3355	2958	1825	2033	8382	8602	5607	7340	2128	2129	3072	2335	4883	4710	1603	1893	3425	4091	1096	1316	9598	8379	3214	4237	4685	5164	2496	9434	8445	2524	2741	5627	7394	16160	16310	5049	2137	3001	3342	4425	4273	6659	3957	3522	2046	2883	7761	9166	6776	7262	1989	2871	3156	2894	4785	6044	1657	918	4166	3816	1224	1682	9658	10574	4333	4567	5884	6053	2697	3090	9390	9578	3369	3582	8862	7734
				DG 16:0_18:1 [NL-18:1]	612.5562	313.2737|-FA 18:1(-H)-(H2O+NH3)	[M+NH4]1+	1	10			SwissLipids	2020/04/02	MSI:2				SLM:000308862	504174.25	270653.6943250523	28851.780757196782	1043958	965670	1106083	979876	230455	202672	257576	279064	325526	303980	693464	646157	460124	494625	233418	298137	1146283	1305833	294227	328926	292724	255410	676992	620393	529645	611231	353004	328540	566699	634319	313433	264348	446032	533307	444923	449383	426772	401410	483301	1077786	1098670	499194	453955	372057	381258	998297	995682	967954	205469	336465	303257	320419	319437	751941	667833	625591	196040	163850	858571	895761	266271	243962	211592	291013	574589	553532	424819	415943	219619	201837	364888	430475	304157	291634	485901	642749	664433	472847	414751	461787	386318	350118	827852	867916	265074	297743	341925	376182
				DG 16:0_18:2 [NL-18:2]	610.5405	313.2737|-FA 18:2(-H)-(H2O+NH3)	[M+NH4]1+	1	9.45			SwissLipids	2020/04/02	MSI:2				SLM:000308863	141017.63636363635	72524.317124162	7731.118182036402	355961	317538	142194	155865	92962	86168	79983	94892	117140	115157	259769	252516	152910	142422	65228	61866	279398	270704	137496	139863	85961	90554	175756	173108	86157	94402	62512	71144	153153	156447	64160	59924	183769	166088	132228	152909	97758	104911	82160	154474	150686	56443	56774	95777	113663	350846	338785	143090	83941	102441	107294	135998	138490	300440	189478	189885	69175	64709	283854	267296	126006	138565	103603	114724	195629	181581	89457	91582	71392	69851	157223	154300	80224	77157	192003	204737	164939	170541	110874	122767	93913	90574	176339	184461	52950	63752	113596	110140
				DG 16:0_20:4 [NL-20:4]	634.5405	313.2737|-FA 20:4(-H)-(H2O+NH3)	[M+NH4]1+	1	9.31			SwissLipids	2020/04/02	MSI:2				SLM:000308871	19748.909090909092	13201.331186478461	1407.2666329024341	57976	55225	18765	20798	12284	13451	9239	10134	10734	12396	16722	18085	19383	21616	6232	7856	24413	26710	16875	18934	9787	10353	33015	30100	15362	18429	8470	9250	45906	54707	11776	11113	19205	19420	12518	13073	14443	15928	8295	34390	35075	9764	9544	13842	14220	61891	56868	19760	11709	11932	11945	8079	10815	17996	15439	14193	6902	7018	23867	27376	19584	20382	12821	12566	33253	31194	18647	18072	7686	8313	51796	50041	12391	12101	20347	20050	14869	14342	15959	16764	9645	8827	34799	38317	11411	9987	16712	15425
				DG 16:0_22:6 [NL-22:6]	658.5405	313.2737|-FA 22:6(-H)-(H2O+NH3)	[M+NH4]1+	1	9.01			SwissLipids	2020/04/02	MSI:2				SLM:000308880	17459.56818181818	9665.43886510426	1030.3392449657931	15550	17467	45583	42887	12577	13615	11878	12259	14551	15168	12478	13765	23144	21232	9213	9269	21563	22764	22284	24176	9817	10662	38555	32904	12752	14067	5119	6427	30225	31353	12317	12988	9891	9868	12483	13818	3919	2852	9709	16102	16534	9943	11199	20692	23574	18758	17344	50917	14706	15026	14646	18332	18047	15054	28059	28281	9536	9495	20992	19872	23031	23113	10570	12591	38858	37963	15849	15786	5753	6108	30968	31365	18100	14802	10415	12257	15023	14554	3334	3787	11023	11699	16138	19412	11901	10750	26296	26738
				DG 16:1_18:1 [NL-18:1]	610.5405	311.2581|-FA 18:1(-H)-(H2O+NH3)	[M+NH4]1+	1	9.45			SwissLipids	2020/04/02	MSI:2				SLM:000308894	38275.61363636364	20669.614196240364	2203.38827671627	95776	95057	61651	65115	27182	27175	31047	31984	22286	24353	51317	50875	33146	35697	20452	22085	69533	61677	28569	28869	25025	26150	40676	38813	36215	36957	22747	20255	23413	29349	15604	12947	31614	33613	32200	32806	43839	44761	20755	66659	68717	21762	21001	32361	33102	110203	108180	67181	23597	28741	38156	24666	29306	58255	39041	39064	19756	19863	65079	73909	29223	25553	28820	33479	37846	44497	34347	34105	20639	19559	26650	28778	17679	16435	34200	36885	36951	34439	51690	46260	20861	20458	68727	75471	19999	20407	30377	33735
				DG 18:0_18:2 [NL-18:2]	638.5718	341.305|-FA 18:2(-H)-(H2O+NH3)	[M+NH4]1+	1	10.26			SwissLipids	2020/04/02	MSI:2				SLM:000308985	85588.39772727272	36962.26065526892	3940.190224913064	193988	209349	105351	113509	44256	43140	65616	56286	67519	65210	119265	112021	84579	112773	84609	100042	146164	126293	94364	101202	53075	31645	101911	109976	100924	109629	61683	62755	94320	89842	70560	58115	91244	106748	84790	78584	66766	73265	109684	115251	149014	100427	92329	95580	86375	192850	180146	104820	38159	62226	69833	72014	83300	129986	97241	86122	26578	30383	90587	97750	58291	72882	29639	28968	102521	92965	59020	62511	25763	26124	69289	77139	48663	47121	84682	148848	112350	77444	62851	63833	64297	70181	106686	97029	50624	52489	75368	62178
				DG 18:0_20:4 [NL-18:0]	662.5718	361.2737|-FA 18:0(-H)-(H2O+NH3)	[M+NH4]1+	1	10.6			SwissLipids	2020/04/02	MSI:2				SLM:000308993	4667.261363636364	2262.030160750569	241.13322534500895	9485	7896	8673	6893	4565	3111	4452	3457	2683	3001	3934	5160	5172	4935	1796	2614	6943	5472	4754	6678	2176	1446	9366	9946	3007	3751	3155	2481	10741	10734	4732	4617	3505	3944	4254	3390	2705	3605	4223	4406	5568	4019	3574	5502	4984	9990	9104	6407	3384	3149	3240	3689	2703	4848	6591	4938	1102	1192	3382	4688	5602	5562	2885	2921	9418	8879	2297	2461	1978	1679	6595	6930	5379	4311	3839	4424	4978	2943	3522	2964	2624	4050	4740	4431	2898	3648	4558	4291
				DG 18:1_18:2 [NL-18:1]	636.5562	337.2737|-FA 18:1(-H)-(H2O+NH3)	[M+NH4]1+	1	10.26			SwissLipids	2020/04/02	MSI:2				SLM:000309013	136935.79545454544	82286.50925003066	8771.77135925455	344635	362307	188262	173755	93576	88028	92662	118464	162588	120867	371299	395046	150885	128790	41720	43366	220687	229726	144812	164167	77501	84911	163152	157478	65513	65156	53384	47106	114352	117806	63068	58817	143876	138214	101022	150679	116234	113505	98441	122230	110068	51209	50328	116071	108700	365902	377991	179522	76345	115808	119402	128782	135292	382524	186705	166315	57755	66948	217806	239847	110754	115698	89237	75735	152442	185443	85661	74976	58039	59487	129999	110601	65351	77047	148351	171804	147957	143858	113637	119503	109021	118248	133635	160251	68374	72836	105918	105080
				DG 18:1_18:3 [NL-18:3]	634.5405	339.2894|-FA 18:3(-H)-(H2O+NH3)	[M+NH4]1+	1	8.95			SwissLipids	2020/04/02	MSI:2				SLM:000309014	44193.76136363636	22657.96970847596	2415.347686505398	109247	105295	44784	47172	24765	25358	27781	26876	50572	54340	87402	99658	37115	37293	34310	34953	58620	60535	48892	55605	25129	27260	42838	45224	30003	29911	19058	20263	29422	26222	19408	20518	57423	58669	35658	40053	34125	34220	38556	54647	62938	34399	31242	60192	59487	117079	106442	45413	23545	31781	32758	57802	58945	105106	37781	42175	21534	18881	55239	56127	41706	45833	23609	20792	39275	42425	26089	27681	14953	16874	24519	26825	20103	20834	69869	70121	44597	41841	34123	38106	42821	45285	54687	52753	28078	28704	60672	67830
				DG 18:1_20:3 [NL-18:1]	662.5718	363.2894|-FA 18:1(-H)-(H2O+NH3)	[M+NH4]1+	1	10.6			SwissLipids	2020/04/02	MSI:2				SLM:000309020	9494.511363636364	5222.2840226918415	556.6973473251797	24825	26619	8979	11461	7017	6120	5482	4307	4464	5801	11425	11123	11183	12630	5489	5663	15825	13319	9002	10819	3979	4013	11536	11360	7195	7557	5352	5404	8977	8670	3784	4160	12672	12671	6017	6547	12811	12826	6929	17032	19303	8133	8066	11137	10148	26814	24986	10714	5768	4835	5652	5779	5858	11630	13951	14204	4055	4875	12563	11237	9841	9131	3918	3722	11916	12222	5754	5507	3724	3445	6732	5745	4927	4883	12441	14837	7516	6227	12372	13856	5906	6019	17046	17669	5359	5488	9325	9236
				DG 18:2_18:2 [NL-18:2]	634.5405	337.2737|-FA 18:2(-H)-(H2O+NH3)	[M+NH4]1+	1	8.85			SwissLipids	2020/04/02	MSI:2				SLM:000309040	157475.95454545456	90556.7661141639	9653.383703193605	389860	396440	103735	99413	117876	122384	123199	118330	173984	165948	376358	395866	153416	157195	83757	91713	236410	219419	202557	208096	111525	109438	173924	177170	62102	66697	62635	68065	179215	188734	66003	66849	233416	226241	146690	166709	108179	111057	87235	102977	113463	56691	55857	156739	164083	425715	439340	107158	119954	136945	129736	183522	180199	412330	194590	190632	73831	72704	203466	206034	199216	207009	119179	126019	190597	194726	68876	63011	62809	63478	175183	186130	74713	73101	258479	256646	161963	185066	114534	127983	92899	100987	123099	118604	53837	53299	163873	168762
				DG 18:2_20:4 [NL-20:4]	658.5405	337.2737|-FA 20:4(-H)-(H2O+NH3)	[M+NH4]1+	1	8.65			SwissLipids	2020/04/02	MSI:2				SLM:000309048	29505.113636363636	19425.47827688649	2070.7629420912745	74959	59423	20749	17594	29432	28677	21065	17881	19783	22126	26451	29687	27845	29541	12524	12479	28217	27453	35459	37333	19099	20853	40470	39493	17756	18374	12484	13427	89421	88906	17057	16797	34848	34780	17288	20562	22059	20512	12759	31361	33320	13490	13413	26160	29515	91887	82011	20766	25081	21414	19531	21294	22109	29448	34881	32960	11111	12466	28138	30161	37866	34675	20367	22418	43157	44721	19287	19863	13112	12624	81665	101185	18388	17596	39271	40122	20054	18868	22079	23837	14612	14569	31139	33499	12961	13892	29322	29161
				Hex1Cer d18:1/16:0	700.5722	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	6.7			SwissLipids	2020/04/02	MSI:2				SLM:000393859	25902.227272727272	7974.581725387221	850.0932682444577	27287	28043	19125	20613	22616	20867	20154	19834	25490	25649	24480	29466	27891	24841	22583	25598	33153	32084	35332	36283	25702	25186	25273	24726	19979	20377	24743	24322	55252	55587	30153	38087	18037	16794	23522	24849	28270	24258	23821	22407	23282	20509	20011	32873	38091	24550	25118	15009	20156	22319	22689	20903	21425	23683	23207	22218	19710	18429	28903	28976	32604	30509	22199	24523	21427	21251	17842	21174	22945	23041	42486	53813	43807	35173	15989	16331	24412	22629	25129	26552	22993	26766	18395	18657	18923	17857	33461	33713
				Hex1Cer d18:1/18:0	728.6035	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	7.9			SwissLipids	2020/04/02	MSI:2				SLM:000393863	3840.318181818182	1109.5319459014988	118.27650284281697	4021	4236	3542	2728	3805	3724	3703	3743	3834	4025	2930	3993	3822	3615	3074	4324	3824	4168	2883	3218	5454	4892	5279	5757	4361	4304	3534	3616	7345	7462	3151	2552	3001	2469	3028	3380	3246	3520	2944	3002	3061	3387	3258	6177	5184	3561	4280	3283	3247	2785	3560	3627	4272	3403	4258	4007	2846	3849	4018	3943	2549	2645	4849	4436	5057	5009	3512	4985	2780	2987	6587	8007	4095	3710	2308	2926	3383	2990	3202	3833	2328	3222	3038	2811	3079	2965	4929	4211
				Hex1Cer d18:1/20:0	756.6348	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	9.2			SwissLipids	2020/04/02	MSI:2				SLM:000393870	4926.090909090909	1690.2572315721422	180.18202629821582	4215	3636	3301	2869	4255	4426	3710	3997	6104	5907	5835	7111	4985	4725	4856	4538	7549	5986	3427	3628	5367	5988	5132	4601	5086	4872	4841	5190	11490	11156	3243	3068	3454	3906	3068	4041	5214	5405	4612	4317	3664	4277	4618	6562	7850	4263	3757	2984	3461	4871	4412	5128	5031	5763	5778	6055	4218	4602	6110	6148	2602	3115	4127	5395	5019	5513	4828	5275	4617	4422	9525	10753	3513	4438	3618	3315	3997	3784	5085	4847	3613	3947	3623	3888	3906	4000	6608	7460
				Hex1Cer d18:1/22:0	784.6661	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	10.05			SwissLipids	2020/04/02	MSI:2				SLM:000393877	112662.09090909091	52383.249834808914	5584.073194908086	92031	98491	64459	72401	71243	87219	76904	81226	109165	89075	101520	116758	72245	91241	100697	169930	259439	232922	92499	88688	95277	99820	119869	116418	96679	124883	174331	149508	318203	298769	87991	72945	88526	100660	84879	92439	92470	123379	198613	174395	197090	155667	136690	225216	249847	86308	90443	62914	62572	75145	77325	85341	93602	100324	84897	93418	94456	82781	131958	134874	64060	68081	72243	95780	89408	94452	78125	82861	76521	84929	155098	163787	77061	82565	66373	106732	126947	80046	72420	107573	83305	105091	88577	89650	81660	84036	173573	164235
				Hex1Cer d18:1/24:1	810.6817	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	10.05			SwissLipids	2020/04/02	MSI:2				SLM:000393885	119667.06818181818	60133.822220301976	6410.286987284652	88307	93464	68234	59989	83578	81250	63720	62703	115694	102365	108762	118223	84674	82904	122176	163550	251739	240234	116872	115716	91767	113736	128090	159751	133594	131097	169295	187853	375961	384003	122938	123828	84090	100522	98524	117831	104807	102991	168716	138894	164455	175470	144468	234572	274507	90544	88104	51824	63621	66021	60918	98955	96327	98800	80540	84978	90690	83488	106649	114970	91189	87940	82224	82271	121058	115259	67739	77270	87094	76057	184707	209242	160443	114484	74974	108943	137389	119229	73094	85821	89114	105416	70404	68351	82731	95636	178895	151385
				Hex2Cer d18:1/16:0	862.625	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	6.2			SwissLipids	2020/04/02	MSI:2				SLM:000393347	26511.25	6029.600869827562	642.757612392824	29981	33280	20459	24061	22944	23128	22366	19198	28177	26547	26101	29713	27526	22273	20690	20414	31221	30178	33341	32342	24791	26986	22977	21006	28469	30654	27170	28930	47281	45766	21668	22200	19067	22351	26025	31461	21402	20436	32163	21406	25479	27203	28177	29834	30669	34929	27618	15780	20104	19378	19429	24084	22445	27730	22498	23837	19923	21416	30496	30166	30407	26098	20680	29654	23244	23968	26727	24693	25133	30828	44733	45871	28694	29264	20628	19074	25324	26582	21404	19733	31766	31879	24733	24083	25438	23805	33270	27933
				Hex2Cer d18:1/16:0	862.625	282.2791|LCB 18:1;2(-HO)	[M+H]1+	1	6.2			SwissLipids	2020/04/02	MSI:2				SLM:000393347	2986.2613636363635	680.7183409013587	72.56481895828615	3909	3398	2197	1810	2868	2915	2503	2412	3012	3109	3092	2641	3776	2320	2785	2400	2772	4006	3078	3979	3119	3311	2573	2778	3329	3296	3169	2835	4863	5303	2343	2342	2252	2348	2326	3079	2864	2619	3597	2670	2396	3120	3182	3619	3626	3927	3037	1983	2021	1689	2467	3095	2881	3191	2532	2764	2726	2676	3792	2846	3561	2555	3307	3386	2130	2395	3489	2914	2585	3611	3039	4917	2325	3178	2332	2353	3486	2829	2319	1966	3858	3602	2540	3140	2336	2963	4133	3974
				Hex2Cer d18:1/24:1	972.7346	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	9.65			SwissLipids	2020/04/02	MSI:2				SLM:000393373	4710.897727272727	1773.7453330908138	189.08188782369118	4269	4103	3187	3492	4845	3574	2400	2757	4824	4422	4212	3584	4695	4412	3277	3734	4446	4480	6033	5957	5096	5227	3528	3222	4461	5476	5311	5746	11417	11564	4063	4219	2694	2296	4935	5104	3366	3784	6573	4544	5362	3794	3913	6319	6454	4512	4383	3226	3677	2513	2257	5284	5051	4099	4410	4637	3457	4857	4552	4330	5193	5186	4947	5369	2309	2132	5362	5639	4143	4865	9591	11380	5981	6378	2755	2538	4221	4432	3320	3462	5318	6352	4410	4606	4212	4668	6596	6778
				Hex3Cer d18:1/16:0	1024.6778	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	5.9			SwissLipids	2020/04/02	MSI:2					4468.318181818182	1863.9973826226908	198.70278863007027	4954	4118	3107	3855	5518	5303	4277	3675	4679	4816	3969	4643	3053	3397	4820	5293	4612	4284	4823	4261	5473	6156	4003	4344	4679	5113	4107	4768	13087	12725	2645	2668	3264	3482	3457	3627	4263	3191	3118	3407	3548	3931	4109	5167	6599	4789	3881	2465	4213	4169	4183	4591	5170	3860	3443	3240	4885	4994	3729	3620	3083	3263	4462	5751	4000	3594	4440	4445	4583	4108	10617	11363	4219	3724	3046	3373	3538	3248	3631	3671	3481	3285	2887	3509	3378	2798	5810	6285
				Hex3Cer d18:1/22:0	1108.7717	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	9.1			SwissLipids	2020/04/02	MSI:2					852.6931818181819	410.5821871035946	43.76820820666982	639	735	553	510	1369	1124	778	889	1027	1627	701	1053	739	587	1293	1498	1055	757	858	528	1329	1162	664	802	637	1115	1031	1094	1445	2518	490	501	423	352	546	773	550	535	430	638	566	509	636	1340	1558	740	729	358	1020	778	697	1091	869	744	724	782	1433	890	957	588	398	604	1326	1359	699	449	848	833	922	1084	1829	2346	562	782	386	595	388	479	868	712	471	664	537	474	606	405	780	1267
				Hex3Cer d18:1/24:1	1134.7874	264.2686|LCB 18:1;2(-H3O2)	[M+H]1+	1	9.2			SwissLipids	2020/04/02	MSI:2					1584.125	650.5671056148212	69.35068647723797	1442	1059	1022	1038	2036	2157	1662	1507	2404	1960	1434	1614	1549	1541	1968	1842	1394	1601	1238	1589	2196	2337	1062	1025	1692	1829	1705	1671	4272	4461	1387	1150	1163	1138	1087	1405	1314	1355	1048	678	1244	970	1291	2470	2605	1260	1081	861	1669	1364	1332	1944	1981	1439	1100	1344	1548	1593	1404	1731	1146	1248	2058	1834	1247	1236	1553	1630	1744	1550	2998	3305	1679	1607	1288	1214	993	1043	1306	1140	1181	1002	1086	1112	869	934	2419	2718
				LPC 14:0	468.3085	184.0733|HG(PC,184)	[M+H]1+	1	2.1			SwissLipids	2020/04/02	MSI:2				SLM:000055315	297754.5340909091	148646.128062973	15845.730493256826	621716	623911	282732	284459	251663	262577	165344	163443	175323	176395	169530	175386	151829	146326	361613	400913	406101	402618	323981	328684	140691	152298	150718	152310	469993	529776	205702	213527	198460	206843	139499	139754	382370	387094	150595	169089	330362	335488	232121	608658	623200	412021	403079	361167	416914	640732	644577	261978	235934	171586	175539	181877	179691	176793	164083	160238	350965	356070	365125	364254	305014	307823	136906	151039	151153	148677	496857	507335	196524	202172	192977	200187	136222	138357	400136	402844	148539	160528	332633	346686	236333	249128	623016	639499	394537	402695	382350	396517
				LPC 15:0	482.3241	184.0733|HG(PC,184)	[M+H]1+	1	2.44			SwissLipids	2020/04/02	MSI:2				SLM:000055317	663055.8863636364	178837.11228881727	19064.10022547229	1001170	981216	607248	586828	535116	511726	272808	267469	552536	573308	749566	789603	480918	443205	498974	526326	839704	854728	707495	694506	514411	594016	541088	513662	582910	643257	654846	668121	672267	676104	580632	596407	495626	496605	376541	426930	519707	511132	587668	814879	844382	782822	817671	659228	733418	1251709	1140950	632145	517768	379054	376070	656011	634679	895812	587362	629492	510076	529879	824906	839033	770300	741567	634497	675824	618127	622659	681075	715795	690881	701180	751488	784809	701911	716606	605806	578385	422139	483398	641940	676959	693877	750841	1041556	1091060	864255	872539	823110	812608
				LPC 16:0	496.3398	184.0733|HG(PC,184)	[M+H]1+	1	2.77			SwissLipids	2020/04/02	MSI:2				SLM:000055318	41313229.28409091	8389487.686546737	894322.3923141686	60363141	60151047	44786021	46247842	37658394	38287373	25574239	27706908	38347463	37111071	48708699	51104985	28918731	30415404	38507243	39462297	52697048	53105505	39565809	39580509	31626993	33205257	38734002	37851789	43536131	47239420	43759663	43450727	59371745	58765483	29501119	30080233	41000169	41007783	32749169	34792960	36136201	38000520	38039127	44468742	44246751	40992586	40157731	47796640	50560518	58476066	59072149	44658953	35072495	29212452	29533181	37818157	38922415	51662233	33609367	33576138	37623217	38074251	49069506	48695161	36659965	37796827	31459580	34998925	38415257	39412128	44136353	44841822	40295990	41847942	56985700	59017399	29211371	30179279	42692811	41939754	31791862	33659128	36146739	38861993	39377860	40998733	46639711	46060214	41554866	40894633	48791618	50448788
				LPC 16:1	494.3241	184.0733|HG(PC,184)	[M+H]1+	1	2.26			SwissLipids	2020/04/02	MSI:2				SLM:000055319	655827.0568181818	312027.74953451083	33262.26986179335	1730662	1784117	656218	731589	668930	667689	332796	353365	437829	441234	609417	643725	364308	359627	653878	698091	978191	897608	471968	521290	445310	491444	438671	386793	902014	1003212	708292	686688	584100	598203	451363	438498	455000	451649	394893	481015	679664	636743	534150	1072767	1124820	830475	791895	511724	666614	1763170	1783042	611272	619563	341642	348069	423028	434860	646606	406126	405899	623054	661125	810380	792454	436697	426443	467241	485238	408900	464574	917661	915086	638383	682301	565996	587345	450346	457817	470602	483640	441980	425958	656377	694623	542801	534913	1153271	1189195	788696	780227	629064	578587
				LPC 17:0	510.3554	184.0733|HG(PC,184)	[M+H]1+	1	3.01			SwissLipids	2020/04/02	MSI:2				SLM:000055321	316571.57954545453	132492.5921319101	14123.757777167471	621180	620422	468514	480070	228950	224044	173299	168580	415048	418564	367594	394879	122233	116753	259911	272191	330148	330955	221651	248751	195113	211323	214987	224106	243768	270351	204910	204428	416078	434874	260646	260521	252434	266373	131072	144043	279694	272409	443662	421491	445640	494696	490939	435363	494002	628350	643948	440520	204389	187709	183624	418680	412248	400416	143574	142202	254642	255056	295459	295317	217183	212096	200592	217754	222254	217836	251812	257951	189505	191590	419620	436978	270399	264496	275093	278065	130564	137524	267175	284971	494909	487045	445938	456232	487310	500907	457656	482050
